side,type,entry_time,exit_time,entry_price,exit_price,size_btc,stop_loss,pnl,half_closed_at_tp1,duration_hours
short,rolling,2025-11-02 12:00:00,2025-11-07 20:00:00,110117.48,103966.64,0.001502,111442.74,11.91,True,128.0
short,primary,2025-11-08 04:00:00,2025-11-09 20:00:00,102352.96,105111.31,0.032109,105111.31,-91.94,False,40.0
long,primary,2025-11-18 08:00:00,2025-11-20 16:00:00,91517.82,88139.16,0.035495,88139.16,-123.05,False,56.0
long,primary,2025-11-30 04:00:00,2025-12-01 00:00:00,90968.16,89392.83,0.035154,89392.83,-58.52,False,20.0
long,primary,2025-12-06 08:00:00,2025-12-11 00:00:00,89631.28,89840.77,0.017701,87536.35,56.1,True,112.0
long,rolling,2025-12-09 12:00:00,2025-12-11 00:00:00,92707.51,90418.03,0.010621,90418.03,-25.28,False,36.0
long,rolling,2025-12-09 16:00:00,2025-12-11 00:00:00,93800.83,91360.62,0.006372,91360.62,-16.13,False,32.0
long,primary,2025-12-11 16:00:00,2025-12-15 12:00:00,90839.81,87026.04,0.034975,87026.04,-136.43,False,92.0
long,primary,2025-12-24 08:00:00,2025-12-29 08:00:00,87203.94,88341.38,0.017892,85119.52,73.1,True,120.0
short,primary,2025-12-18 16:00:00,2026-01-02 16:00:00,84483.79,90893.89,0.024347,90893.89,-158.28,False,360.0
short,primary,2026-01-04 08:00:00,2026-01-05 00:00:00,91300.0,92876.8,0.033792,92876.8,-56.42,False,16.0
long,primary,2026-01-26 00:00:00,2026-01-29 12:00:00,87282.05,87605.94,0.017537,85468.09,50.28,True,84.0
long,primary,2026-02-01 00:00:00,2026-02-02 00:00:00,78868.28,75449.21,0.039056,75449.21,-136.48,False,24.0
long,rolling,2026-02-08 20:00:00,2026-02-11 04:00:00,70330.38,67771.02,0.011447,67771.02,-30.07,False,56.0
long,rolling,2026-02-09 12:00:00,2026-02-11 04:00:00,69563.37,67474.21,0.006868,67474.21,-14.81,False,40.0
long,rolling,2026-02-10 12:00:00,2026-02-11 04:00:00,69293.37,67056.24,0.004121,67056.24,-9.5,False,16.0
