total_return_pct,final_equity,max_drawdown_pct,sharpe_ratio,win_rate_pct,profit_factor,total_trades,long_trades,short_trades,long_pnl,short_pnl,liquidations,liq_loss,avg_win,avg_loss,cooldown,leverage_tier,risk_pct,trail_atr_mult,fib_tolerance,long_only,score
16554.28,1665427.9,30.59,1.738,50.0,7.064,72,72,0,1700168.28,0.0,0,0.0,55014.75,-7787.85,18,current,0.08,2.0,0.005,True,7154.551942464857
16012.67,1611266.82,29.32,1.722,51.81,6.524,83,74,9,1647748.1,1502.66,0,0.0,45297.58,-7463.63,24,current,0.08,2.0,0.012,False,7146.894203274215
17122.57,1722256.75,32.01,1.743,50.59,6.636,85,76,9,1764524.48,-670.72,0,0.0,48298.19,-7451.62,18,current,0.08,3.5,0.008,False,7146.858521399563
16871.18,1697117.72,31.39,1.739,48.89,6.084,90,81,9,1744957.02,-841.59,0,0.0,47435.12,-7457.17,18,current,0.08,2.5,0.012,False,7144.40694870978
16119.84,1621984.2,29.7,1.926,49.35,8.041,77,77,0,1657034.91,0.0,0,0.0,49799.13,-6034.16,12,current,0.05,3.0,0.005,True,7137.524555555556
16069.7,1616970.46,29.7,1.925,49.35,8.017,77,77,0,1651999.76,0.0,0,0.0,49669.17,-6036.63,12,current,0.05,2.5,0.005,True,7115.478400673401
24879.72,2497972.43,54.75,1.825,50.59,6.905,85,85,0,2567079.45,0.0,1,60664.62,69809.32,-10350.5,12,aggressive,0.02,3.0,0.012,True,7086.9880958904105
15922.92,1602292.46,29.7,1.922,49.35,7.999,77,77,0,1636980.3,0.0,0,0.0,49233.66,-5997.4,12,current,0.05,3.5,0.005,True,7051.199525252526
16847.51,1694751.12,32.01,1.744,47.37,7.591,76,76,0,1728112.91,0.0,0,0.0,55286.56,-6555.09,18,current,0.08,3.0,0.008,True,7038.228124336145
16616.55,1671655.49,31.39,1.734,48.89,6.049,90,81,9,1718844.96,-758.04,0,0.0,46781.62,-7397.92,18,current,0.08,3.0,0.012,False,7037.500758203249
16794.09,1689409.43,32.01,1.744,47.37,7.563,76,76,0,1722749.65,0.0,0,0.0,55145.41,-6562.13,18,current,0.08,2.5,0.008,True,7016.05758950328
16507.65,1660765.27,31.39,1.738,45.68,6.937,81,81,0,1698689.08,0.0,0,0.0,53643.6,-6502.82,18,current,0.08,3.5,0.012,True,6996.478180949349
16642.51,1674251.33,32.01,1.741,47.37,7.549,76,76,0,1707282.82,0.0,0,0.0,54666.3,-6517.6,18,current,0.08,3.5,0.008,True,6953.385637613245
16398.13,1649813.01,31.39,1.736,45.68,6.908,81,81,0,1687438.86,0.0,0,0.0,53326.0,-6491.44,18,current,0.08,2.5,0.012,True,6950.431088563238
16018.01,1611800.73,30.49,1.917,50.55,6.238,91,80,11,1656973.19,244.29,0,0.0,42904.8,-7031.19,12,current,0.05,3.0,0.008,False,6944.030025910135
15965.56,1606555.63,30.49,1.916,50.55,6.223,91,80,11,1651280.13,656.2,0,0.0,42787.52,-7028.66,12,current,0.05,2.5,0.008,False,6921.477664480157
15464.03,1556402.91,29.32,1.718,48.65,7.427,74,74,0,1585946.06,0.0,0,0.0,50908.82,-6493.98,24,current,0.08,2.0,0.012,True,6909.303784447477
15823.04,1592304.31,30.49,1.913,50.55,6.21,91,80,11,1636993.88,275.61,0,0.0,42424.74,-6983.74,12,current,0.05,3.5,0.008,False,6860.327469990162
16150.61,1625060.5,31.39,1.732,45.68,6.862,81,81,0,1662228.2,0.0,0,0.0,52589.31,-6444.92,18,current,0.08,3.0,0.012,True,6846.475950621218
15445.21,1554520.54,29.7,1.913,48.72,6.717,78,78,0,1591589.79,0.0,0,0.0,49210.68,-6960.4,12,current,0.05,2.0,0.005,True,6835.903407407407
23898.74,2399874.16,54.75,1.815,50.0,6.694,86,86,0,2466953.09,0.0,1,60999.1,67446.5,-10075.49,12,aggressive,0.02,2.5,0.012,True,6808.360666666667
24235.09,2433508.91,56.69,1.662,50.0,5.577,66,66,0,2498325.25,0.0,1,121477.82,92246.91,-16540.09,24,aggressive,0.03,3.0,0.005,True,6737.894285764685
24120.65,2422065.03,56.3,1.661,50.0,5.557,66,66,0,2486732.44,0.0,1,122147.6,91892.1,-16536.58,24,aggressive,0.03,2.5,0.005,True,6736.38728241563
24219.38,2431937.81,56.98,1.516,45.76,5.153,59,59,0,2488780.63,0.0,1,159560.51,114374.62,-18729.19,36,aggressive,0.05,2.5,0.005,True,6704.728440505441
15981.88,1608187.69,32.01,1.725,50.0,5.808,86,77,9,1650456.06,-198.25,0,0.0,46360.03,-7981.94,18,current,0.08,2.0,0.008,False,6671.755257107154
23977.99,2407798.51,56.94,1.514,45.76,5.111,59,59,0,2464553.79,0.0,1,159560.51,113483.44,-18734.34,36,aggressive,0.05,3.5,0.005,True,6640.991646645593
15551.73,1565173.26,31.39,1.717,48.35,5.369,91,82,9,1612591.42,-642.9,0,0.0,45019.51,-7849.14,18,current,0.08,2.0,0.012,False,6587.886075820325
23140.68,2324068.48,54.75,1.79,52.04,4.373,98,87,11,2485309.66,-64475.35,1,61051.7,61540.2,-15270.56,12,aggressive,0.02,2.0,0.012,False,6581.741219178082
23753.1,2385309.85,57.07,1.658,50.0,5.528,66,66,0,2449152.85,0.0,1,120808.04,90606.64,-16389.89,24,aggressive,0.03,3.5,0.005,True,6575.649176449972
23759.71,2385970.75,57.56,1.512,45.76,5.09,59,59,0,2442227.11,0.0,1,159560.51,112569.35,-18660.79,36,aggressive,0.05,3.0,0.005,True,6534.47719179986
15516.18,1561618.13,32.01,1.722,46.75,6.477,77,77,0,1595246.08,0.0,0,0.0,52402.76,-7103.74,18,current,0.08,2.0,0.008,True,6482.954471415183
14887.35,1498734.92,30.49,1.894,50.0,5.429,92,81,11,1546006.75,-1427.54,0,0.0,41159.48,-7581.67,12,current,0.05,2.0,0.008,False,6455.399245654313
14828.78,1492877.79,30.49,1.904,47.5,7.258,80,80,0,1525918.34,0.0,0,0.0,46571.99,-5805.17,12,current,0.05,3.0,0.008,True,6439.777668743851
14781.97,1488196.89,30.49,1.903,47.5,7.234,80,80,0,1521217.34,0.0,0,0.0,46453.89,-5810.25,12,current,0.05,2.5,0.008,True,6419.594094129223
15098.49,1519849.31,31.39,1.714,45.12,5.987,82,82,0,1557486.89,0.0,0,0.0,50534.81,-6940.03,18,current,0.08,2.0,0.012,True,6401.172142720612
14648.2,1474819.87,30.49,1.9,47.5,7.221,80,80,0,1507518.74,0.0,0,0.0,46048.15,-5769.31,12,current,0.05,3.5,0.008,True,6362.188693014103
21884.42,2198442.34,54.75,1.793,49.43,5.162,87,87,0,2270172.28,0.0,1,61333.58,65479.49,-12396.49,12,aggressive,0.02,2.0,0.012,True,6230.696337899542
22127.9,2222789.56,56.07,1.643,49.25,4.542,67,67,0,2291513.36,0.0,1,122817.39,89046.45,-19029.98,24,aggressive,0.03,2.0,0.005,True,6194.127617264135
14206.84,1430683.54,30.49,1.89,46.91,6.18,81,81,0,1465553.31,0.0,0,0.0,46011.92,-6579.06,12,current,0.05,2.0,0.008,True,6167.792035421449
21773.19,2187318.76,56.4,1.497,45.0,4.298,60,60,0,2247152.3,0.0,1,159560.51,108461.37,-20645.6,36,aggressive,0.05,2.0,0.005,True,6066.413680851063
20534.11,2063411.05,54.85,1.62,50.63,4.586,79,70,9,2163130.02,-30716.78,1,99306.85,68175.68,-15246.52,24,aggressive,0.03,3.0,0.008,False,5833.925594348222
12670.17,1277017.29,28.41,1.658,46.97,6.075,66,66,0,1302437.62,0.0,0,0.0,50292.46,-7332.24,36,current,0.08,2.5,0.012,True,5806.88912777191
20433.11,2053311.39,54.85,1.619,50.63,4.575,79,70,9,2151773.73,-29670.53,1,99854.39,67891.23,-15219.13,24,aggressive,0.03,2.5,0.008,False,5805.326738377394
12542.78,1264278.07,28.41,1.655,46.97,6.044,66,66,0,1289537.99,0.0,0,0.0,49844.54,-7304.08,36,current,0.08,3.5,0.012,True,5749.065282646956
12477.34,1257734.09,28.41,1.654,46.97,6.033,66,66,0,1282852.68,0.0,0,0.0,49604.97,-7282.9,36,current,0.08,3.0,0.012,True,5719.402139739529
20129.4,2022939.53,54.85,1.616,50.63,4.552,79,70,9,2121160.42,-30240.14,1,98759.32,66989.96,-15094.31,24,aggressive,0.03,3.5,0.008,False,5719.379726526892
12214.82,1231481.99,27.74,1.648,45.31,5.907,64,64,0,1255875.06,0.0,0,0.0,52132.07,-7313.0,36,current,0.08,2.5,0.008,True,5703.780720259552
12147.06,1224705.69,27.74,1.647,45.31,5.879,64,64,0,1249085.67,0.0,0,0.0,51900.38,-7315.01,36,current,0.08,3.5,0.008,True,5672.407899783706
12070.48,1217048.38,27.74,1.645,45.31,5.867,64,64,0,1241256.31,0.0,0,0.0,51595.79,-7286.33,36,current,0.08,3.0,0.008,True,5637.023555155011
20007.61,2010760.93,55.76,1.767,51.76,4.758,85,77,8,2132446.22,-46490.24,1,82952.19,60023.73,-13538.74,12,aggressive,0.02,3.0,0.005,False,5629.2063515064565
19910.49,2001048.56,55.76,1.765,51.76,4.747,85,77,8,2121344.69,-45329.69,1,83409.55,59773.71,-13512.88,12,aggressive,0.02,2.5,0.005,False,5601.961847919656
12067.99,1216799.01,28.41,1.645,46.27,5.347,67,67,0,1243572.22,0.0,0,0.0,49344.04,-7947.03,36,current,0.08,2.0,0.012,True,5530.680550510383
19609.35,1970934.99,55.76,1.762,51.76,4.722,85,77,8,2090706.63,-45716.56,1,82494.82,58964.46,-13401.12,12,aggressive,0.02,3.5,0.005,False,5517.626391678623
19177.27,1927726.96,54.85,1.487,49.23,3.524,65,58,7,2015496.84,-11314.05,1,192001.89,87447.7,-24064.96,36,aggressive,0.05,2.5,0.005,False,5441.568759343665
11594.12,1169411.87,27.74,1.634,44.62,5.215,65,65,0,1194998.46,0.0,0,0.0,50982.6,-7874.92,36,current,0.08,2.0,0.008,True,5414.074411679886
20074.49,2017448.85,59.72,1.622,47.14,5.17,70,70,0,2071601.26,0.0,1,104433.94,77831.71,-13428.24,24,aggressive,0.03,3.0,0.008,True,5398.954030140657
19975.74,2007574.16,59.37,1.621,47.14,5.148,70,70,0,2061601.8,0.0,1,105009.74,77533.47,-13432.51,24,aggressive,0.03,2.5,0.008,True,5392.822494188985
18985.92,1908592.43,54.85,1.485,49.23,3.499,65,58,7,1996342.33,-11340.74,1,192001.89,86857.37,-24073.77,36,aggressive,0.05,3.5,0.005,False,5387.362706472197
18812.9,1891290.19,54.85,1.483,49.23,3.489,65,58,7,1977939.51,-10959.77,1,192001.89,86164.56,-23948.07,36,aggressive,0.05,3.0,0.005,False,5338.406494986327
18741.66,1884165.74,54.85,1.601,50.0,3.893,80,71,9,1986311.43,-29919.86,1,100401.93,65817.6,-16907.81,24,aggressive,0.03,2.0,0.008,False,5323.8543454876935
11216.56,1131655.61,27.46,1.728,53.42,6.486,73,66,7,1151719.27,4563.2,0,0.0,35052.74,-6199.24,24,current,0.08,3.0,0.005,False,5290.616458849236
11181.14,1128114.19,27.46,1.727,53.42,6.474,73,66,7,1147883.16,4844.1,0,0.0,34956.6,-6193.54,24,current,0.08,2.5,0.005,False,5274.0856970138375
19678.79,1977878.83,60.07,1.618,47.14,5.125,70,70,0,2031228.95,0.0,1,103858.13,76474.45,-13308.87,24,aggressive,0.03,3.5,0.008,True,5272.880360912269
11079.17,1117916.72,27.46,1.725,53.42,6.455,73,66,7,1137717.2,4553.38,0,0.0,34658.36,-6158.99,24,current,0.08,3.5,0.005,False,5226.599683903861
18263.99,1836399.15,55.76,1.744,51.16,3.927,86,78,8,1961472.09,-45774.87,1,83866.92,58413.61,-15583.37,12,aggressive,0.02,2.0,0.005,False,5137.298490674319
10745.42,1084542.37,27.46,1.715,52.7,5.706,74,67,7,1105493.59,4870.87,0,0.0,34521.05,-6741.61,24,current,0.08,2.0,0.005,False,5067.63926147123
18321.96,1842196.2,59.17,1.603,46.48,4.291,71,71,0,1899452.71,0.0,1,105585.55,75046.49,-15186.36,24,aggressive,0.03,2.0,0.008,True,4954.895845360825
17238.24,1733824.49,54.85,1.467,48.48,3.112,66,59,7,1822510.76,-9851.78,1,192001.89,83460.53,-25237.59,36,aggressive,0.05,2.0,0.005,False,4891.490718322699
11072.96,1117296.09,30.59,1.87,53.85,6.195,78,71,7,1143829.72,1793.71,0,0.0,32527.12,-6125.43,18,current,0.05,3.0,0.005,False,4814.16831938542
11038.24,1113824.06,30.59,1.869,53.85,6.182,78,71,7,1140040.59,2083.97,0,0.0,32440.93,-6122.07,18,current,0.05,2.5,0.005,False,4799.251204968944
10937.32,1103731.53,30.59,1.865,53.85,6.165,78,71,7,1129946.26,1810.41,0,0.0,32164.14,-6087.15,18,current,0.05,3.5,0.005,False,4755.963031382804
9942.79,1004279.32,27.05,1.601,50.0,4.572,74,65,9,1020657.97,12792.35,0,0.0,35749.53,-7818.45,36,current,0.08,2.5,0.012,False,4740.876948243994
9842.61,994260.87,27.05,1.598,50.0,4.551,74,65,9,1010528.59,12734.48,0,0.0,35444.51,-7788.75,36,current,0.08,3.5,0.012,False,4693.628828096119
9791.15,989114.52,27.05,1.597,50.0,4.545,74,65,9,1005272.76,12669.62,0,0.0,35273.03,-7761.07,36,current,0.08,3.0,0.012,False,4669.398798521256
9695.76,979576.01,27.46,1.691,50.0,7.358,66,66,0,994869.13,0.0,0,0.0,34889.54,-4741.99,24,current,0.08,3.0,0.005,True,4587.962715222142
9665.11,976510.51,27.46,1.69,50.0,7.336,66,66,0,991800.52,0.0,0,0.0,34797.8,-4743.24,24,current,0.08,2.5,0.005,True,4573.596025491624
9576.83,967683.44,27.46,1.687,50.0,7.317,66,66,0,982784.82,0.0,0,0.0,34495.71,-4714.35,24,current,0.08,3.5,0.005,True,4532.434445739256
9469.22,956922.12,27.05,1.588,49.33,4.158,75,66,9,973982.39,13227.45,0,0.0,35129.46,-8225.79,36,current,0.08,2.0,0.012,False,4515.987859519408
9584.69,968469.19,27.6,1.592,48.61,4.47,72,63,9,984059.07,12472.72,0,0.0,36677.93,-7762.05,36,current,0.08,2.5,0.008,False,4501.292768115942
9531.4,963140.13,27.6,1.59,48.61,4.45,72,63,9,978719.3,12478.25,0,0.0,36528.14,-7764.52,36,current,0.08,3.5,0.008,False,4476.495797101449
9471.18,957118.22,27.6,1.588,48.61,4.444,72,63,9,972568.14,12399.27,0,0.0,36312.8,-7729.21,36,current,0.08,3.0,0.008,False,4448.564956521739
10201.33,1030132.64,30.59,1.843,53.16,5.354,79,72,7,1056387.51,2194.98,0,0.0,30992.7,-6570.57,18,current,0.05,2.0,0.005,False,4437.050796665577
15628.08,1572808.02,55.76,1.717,49.35,5.564,77,77,0,1616824.77,0.0,1,68936.26,51871.04,-9083.97,12,aggressive,0.02,3.0,0.005,True,4408.35831563845
9287.94,938794.16,27.46,1.678,49.25,6.356,67,67,0,955100.92,0.0,0,0.0,34346.17,-5244.79,24,current,0.08,2.0,0.005,True,4393.266512745813
15556.9,1565689.61,55.76,1.716,49.35,5.54,77,77,0,1609604.66,0.0,1,69316.35,51687.14,-9089.92,12,aggressive,0.02,2.5,0.005,True,4388.324892395982
15316.56,1541656.35,55.76,1.712,49.35,5.513,77,77,0,1584973.09,0.0,1,68556.17,50952.31,-9005.51,12,aggressive,0.02,3.5,0.005,True,4320.933309899569
9096.56,919655.64,27.6,1.577,47.95,4.073,73,64,9,935825.53,12847.45,0,0.0,35925.41,-8124.11,36,current,0.08,2.0,0.008,False,4273.186072463768
15054.14,1515414.3,55.67,1.693,50.55,4.494,91,80,11,1600459.76,-29883.62,1,64726.47,43913.46,-9987.62,12,aggressive,0.02,3.0,0.008,False,4246.508600323334
14978.04,1507803.6,55.67,1.692,50.55,4.482,91,80,11,1591769.26,-28975.71,1,65083.34,43731.14,-9974.2,12,aggressive,0.02,2.5,0.008,False,4225.1387601940005
9617.4,971740.31,30.59,1.831,50.7,7.01,71,71,0,990241.35,0.0,0,0.0,32083.68,-4707.75,18,current,0.05,3.0,0.005,True,4195.688617195162
9587.21,968720.6,30.59,1.83,50.7,6.987,71,71,0,987208.64,0.0,0,0.0,32002.62,-4711.02,18,current,0.05,2.5,0.005,True,4182.655378881987
14756.91,1485691.13,55.67,1.688,50.55,4.461,91,80,11,1569394.14,-29385.82,1,64369.59,43152.73,-9889.27,12,aggressive,0.02,3.5,0.008,False,4163.07918663553
9499.43,959942.87,30.59,1.827,50.7,6.97,71,71,0,978227.36,0.0,0,0.0,31724.64,-4681.71,18,current,0.05,3.5,0.005,True,4145.006726708075
9123.12,922311.54,29.32,1.8,52.44,6.406,82,73,9,941986.52,458.47,0,0.0,25971.94,-4470.47,24,current,0.05,3.5,0.012,False,4109.9108949522515
8945.86,904586.12,29.32,1.794,52.44,6.346,82,73,9,923443.41,856.69,0,0.0,25515.84,-4432.85,24,current,0.05,3.0,0.012,False,4031.2478690313787
8944.0,904400.28,29.32,1.794,52.44,6.338,82,73,9,923116.45,1044.12,0,0.0,25518.16,-4438.98,24,current,0.05,2.5,0.012,False,4030.3874897680766
9042.57,914257.28,29.75,1.666,50.63,5.862,79,70,9,931025.65,2486.44,0,0.0,28137.46,-4922.73,24,current,0.08,3.0,0.008,False,4023.066327731092
14268.87,1436886.62,55.76,1.694,48.72,4.433,78,78,0,1484065.0,0.0,1,69696.44,50430.21,-10807.08,12,aggressive,0.02,2.0,0.005,True,4022.3315552367294
9013.56,911355.62,29.75,1.665,50.63,5.849,79,70,9,927881.66,2718.42,0,0.0,28062.97,-4920.99,24,current,0.08,2.5,0.008,False,4010.31906722689
8990.66,909065.87,29.93,2.031,53.12,5.916,96,85,11,937548.77,-3271.68,0,0.0,22045.29,-4222.95,12,current,0.03,3.5,0.012,False,3993.4717567657863
8809.07,890906.67,29.32,1.799,49.32,7.424,73,73,0,905559.62,0.0,0,0.0,29070.03,-3809.77,24,current,0.05,3.5,0.012,True,3976.454708049113
8931.98,903198.38,29.75,1.662,50.63,5.834,79,70,9,919756.68,2470.85,0,0.0,27824.78,-4891.37,24,current,0.08,3.5,0.008,False,3974.5742184873952
15102.69,1520268.93,62.17,1.576,46.97,4.01,66,66,0,1566108.84,0.0,1,144673.56,67301.51,-14863.94,36,aggressive,0.03,2.5,0.012,True,3957.5158763069007
8842.69,894269.19,29.93,2.024,53.12,5.884,96,85,11,921805.76,-2802.84,0,0.0,21709.46,-4181.76,12,current,0.03,3.0,0.012,False,3928.8660664884733
9267.23,936722.91,32.01,1.811,50.59,5.614,85,76,9,960504.1,-327.76,0,0.0,27168.98,-4954.52,18,current,0.05,3.0,0.008,False,3904.2276547953766
8637.85,873784.8,29.32,1.793,49.32,7.333,73,73,0,888112.76,0.0,0,0.0,28564.97,-3789.89,24,current,0.05,3.0,0.012,True,3900.30070941337
8636.05,873605.3,29.32,1.793,49.32,7.317,73,73,0,887975.43,0.0,0,0.0,28570.47,-3798.96,24,current,0.05,2.5,0.012,True,3899.426793997271
9237.7,933770.45,32.01,1.81,50.59,5.6,85,76,9,957281.94,-79.86,0,0.0,27099.55,-4954.25,18,current,0.05,2.5,0.008,False,3891.949412683537
8731.27,883126.66,29.75,1.662,47.14,6.61,70,70,0,897086.82,0.0,0,0.0,32030.03,-4321.74,24,current,0.08,3.0,0.008,True,3890.917672268908
14840.71,1494071.16,62.13,1.572,46.97,3.979,66,66,0,1539470.37,0.0,1,143605.93,66330.93,-14765.38,36,aggressive,0.03,3.5,0.012,True,3890.5204342507636
9079.38,917938.24,31.39,1.803,48.89,5.162,90,81,9,945724.36,-842.42,0,0.0,26634.88,-4935.93,18,current,0.05,3.5,0.012,False,3880.2814533290857
8703.24,880323.8,29.75,1.661,47.14,6.588,70,70,0,894281.59,0.0,0,0.0,31948.71,-4325.02,24,current,0.08,2.5,0.008,True,3878.552823529412
8848.57,894857.34,30.59,1.804,50.0,5.925,72,72,0,913607.22,0.0,0,0.0,30531.2,-5153.22,18,current,0.05,2.0,0.005,True,3861.236847989539
9153.92,925392.26,32.01,1.807,50.59,5.587,85,76,9,948908.62,-321.37,0,0.0,26869.74,-4924.08,18,current,0.05,3.5,0.008,False,3857.2433417681978
8557.56,865755.84,29.32,1.779,51.81,5.514,83,74,9,885453.19,1113.49,0,0.0,25185.56,-4910.31,24,current,0.05,2.0,0.012,False,3855.3726712141884
9018.85,911884.71,31.39,1.801,48.89,5.148,90,81,9,939012.36,-422.52,0,0.0,26474.02,-4918.85,18,current,0.05,2.5,0.012,False,3854.8152421153236
8661.33,876133.22,29.75,1.653,50.0,5.226,80,71,9,893595.98,2745.65,0,0.0,27710.62,-5302.08,24,current,0.08,2.0,0.008,False,3853.2244285714287
8624.44,872444.32,29.75,1.658,47.14,6.575,70,70,0,886226.44,0.0,0,0.0,31672.48,-4296.36,24,current,0.08,3.5,0.008,True,3844.0304285714283
14731.65,1483165.24,62.68,1.571,46.97,3.965,66,66,0,1528248.31,0.0,1,143861.85,65927.77,-14728.93,36,aggressive,0.03,3.0,0.012,True,3840.0551499680914
8631.78,873177.66,29.93,2.015,52.58,5.732,97,86,11,899787.77,-2197.79,0,0.0,21318.87,-4123.31,12,current,0.03,2.5,0.012,False,3836.277308386235
9006.13,910613.11,32.01,1.812,47.37,6.333,76,76,0,928498.0,0.0,0,0.0,30627.42,-4352.23,18,current,0.05,3.0,0.008,True,3800.1743948766007
8882.04,898203.5,31.39,1.796,48.89,5.118,90,81,9,924919.0,-369.34,0,0.0,26114.77,-4880.44,18,current,0.05,3.0,0.012,False,3797.2502981841358
13420.19,1352019.25,55.67,1.68,47.5,5.162,80,80,0,1389653.56,0.0,1,61353.31,45357.42,-7950.67,12,aggressive,0.02,3.0,0.008,True,3792.557223459673
8977.43,907742.94,32.01,1.811,47.37,6.311,76,76,0,925616.01,0.0,0,0.0,30552.73,-4357.05,18,current,0.05,2.5,0.008,True,3788.198446735395
13414.62,1351462.03,55.76,1.707,53.85,4.283,78,71,7,1428339.32,-27119.19,1,73080.17,43523.94,-11855.15,18,aggressive,0.02,3.0,0.005,False,3783.345335724534
8823.52,892352.04,31.39,1.804,45.68,5.817,81,81,0,913208.57,0.0,0,0.0,29804.77,-4308.36,18,current,0.05,3.5,0.012,True,3776.4904182860782
13356.4,1345640.45,55.67,1.679,47.5,5.138,80,80,0,1383186.07,0.0,1,61691.59,45196.72,-7959.26,12,aggressive,0.02,2.5,0.008,True,3774.5696281659775
13352.43,1345243.36,55.76,1.706,53.85,4.272,78,71,7,1421183.24,-26322.71,1,73483.1,43362.46,-11843.41,18,aggressive,0.02,2.5,0.005,False,3765.888179340029
8895.98,899598.28,32.01,1.808,47.37,6.299,76,76,0,917274.99,0.0,0,0.0,30288.52,-4327.79,18,current,0.05,3.5,0.008,True,3754.4582733520774
8764.67,886467.24,31.39,1.802,45.68,5.793,81,81,0,907135.55,0.0,0,0.0,29632.32,-4301.37,18,current,0.05,2.5,0.012,True,3751.6774093660406
14222.98,1432298.44,61.55,1.564,45.31,3.903,64,64,0,1475635.52,0.0,1,138058.83,68412.16,-14523.34,36,aggressive,0.03,2.5,0.008,True,3751.433974817222
8262.77,836276.71,29.32,1.778,48.65,6.224,74,74,0,851650.73,0.0,0,0.0,28185.51,-4290.2,24,current,0.05,2.0,0.012,True,3728.8713792633016
8363.01,846300.73,29.75,1.649,46.48,5.802,71,71,0,861162.95,0.0,0,0.0,31530.78,-4719.81,24,current,0.08,2.0,0.008,True,3725.8767983193275
13155.01,1325500.89,55.67,1.675,47.5,5.115,80,80,0,1362539.95,0.0,1,61015.04,44569.03,-7882.93,12,aggressive,0.02,3.5,0.008,True,3718.0199500628705
14080.82,1418081.51,61.51,1.561,45.31,3.874,64,64,0,1461365.75,0.0,1,138058.83,67925.26,-14527.62,36,aggressive,0.03,3.5,0.008,True,3715.4540013006012
13146.94,1324694.43,55.76,1.702,53.85,4.249,78,71,7,1400328.9,-26640.59,1,72677.23,42773.3,-11744.17,18,aggressive,0.02,3.5,0.005,False,3708.251596843616
8320.15,842014.54,29.93,2.021,50.59,7.031,85,85,0,859221.65,0.0,0,0.0,23295.34,-3392.33,12,current,0.03,3.5,0.012,True,3707.6696959572337
8631.67,873167.38,31.39,1.797,45.68,5.755,81,81,0,893546.2,0.0,0,0.0,29229.09,-4271.14,18,current,0.05,3.0,0.012,True,3695.6672277795474
13952.26,1405225.97,62.07,1.559,45.31,3.86,64,64,0,1448119.33,0.0,1,138058.83,67394.74,-14466.52,36,aggressive,0.03,3.0,0.008,True,3659.9826473336557
12954.54,1305453.85,55.67,1.657,50.0,3.755,92,81,11,1390608.66,-30615.02,1,61744.79,40296.25,-10731.17,12,aggressive,0.02,2.0,0.008,False,3654.6225315250585
8183.09,828309.24,29.93,2.015,50.59,6.975,85,85,0,845159.6,0.0,0,0.0,22944.62,-3368.07,12,current,0.03,3.0,0.012,True,3647.710177748079
8541.01,864101.38,32.01,1.784,50.0,4.922,86,77,9,887649.83,-15.06,0,0.0,25906.35,-5263.68,18,current,0.05,2.0,0.008,False,3600.4628025617
13650.23,1375022.78,61.66,1.554,46.27,3.423,67,67,0,1423598.98,0.0,1,145485.27,64875.08,-16320.23,36,aggressive,0.03,2.0,0.012,True,3594.2281394745373
8035.22,813522.01,29.93,1.988,52.04,4.991,98,87,11,841434.38,-3230.42,0,0.0,20553.85,-4468.99,12,current,0.03,2.0,0.012,False,3572.787898763782
7988.7,808870.13,29.93,2.005,50.0,6.749,86,86,0,825517.04,0.0,0,0.0,22537.55,-3339.48,12,current,0.03,2.5,0.012,True,3561.892965252255
8309.89,840989.14,31.39,1.774,48.35,4.571,91,82,9,867881.67,-293.85,0,0.0,25239.57,-5169.22,18,current,0.05,2.0,0.012,False,3554.368874163746
8290.79,839078.92,32.01,1.785,46.75,5.445,77,77,0,857173.21,0.0,0,0.0,29166.75,-4703.16,18,current,0.05,2.0,0.008,True,3499.9164804748525
12248.03,1234802.79,55.67,1.657,46.91,4.204,81,81,0,1275035.05,0.0,1,62029.87,44026.66,-9255.3,12,aggressive,0.02,2.0,0.008,True,3459.306166876235
8066.36,816635.95,31.39,1.774,45.12,5.056,82,82,0,837348.29,0.0,0,0.0,28211.07,-4588.03,18,current,0.05,2.0,0.012,True,3454.8588416693215
7187.72,728772.32,27.46,1.774,53.42,5.489,73,66,7,741598.05,3820.04,0,0.0,23371.14,-4884.01,24,current,0.05,3.0,0.005,False,3416.960670793882
7666.04,776604.02,29.93,1.989,49.43,5.734,87,87,0,794395.63,0.0,0,0.0,22376.6,-3813.6,12,current,0.03,2.0,0.012,True,3416.267087203475
7164.92,726491.69,27.46,1.774,53.42,5.479,73,66,7,739090.77,4037.67,0,0.0,23308.78,-4879.82,24,current,0.05,2.5,0.005,False,3406.327684632192
12782.29,1288229.18,61.03,1.54,44.62,3.345,65,65,0,1333857.23,0.0,1,138058.83,65608.15,-15799.42,36,aggressive,0.03,2.0,0.008,True,3388.521330820908
7099.25,719924.64,27.46,1.77,53.42,5.463,73,66,7,732551.75,3811.75,0,0.0,23111.69,-4852.72,24,current,0.05,3.5,0.005,False,3375.6458994901677
6884.32,698431.97,27.46,1.76,52.7,4.86,74,67,7,711957.81,4059.05,0,0.0,23116.27,-5300.5,24,current,0.05,2.0,0.005,False,3272.5676882738535
11546.87,1164686.53,55.76,1.669,53.16,3.566,79,72,7,1238852.36,-24618.46,1,69703.66,40175.94,-12787.99,18,aggressive,0.02,2.0,0.005,False,3256.88299713056
6968.85,706884.65,29.67,1.944,51.76,5.657,85,77,8,725095.81,-408.95,0,0.0,20007.12,-3795.77,12,current,0.03,3.0,0.005,False,3132.2766531850357
6946.16,704615.68,29.67,1.943,51.76,5.645,85,77,8,722607.76,-205.23,0,0.0,19952.84,-3793.23,12,current,0.03,2.5,0.005,False,3122.2701978429386
