total_return_pct,final_equity,max_drawdown_pct,sharpe_ratio,win_rate_pct,profit_factor,total_trades,long_trades,short_trades,long_pnl,short_pnl,liquidations,liq_loss,avg_win,avg_loss,cooldown,leverage_tier,risk_pct,trail_atr_mult,fib_tolerance,long_only,score
112719.26,11281926.5,54.85,1.614,50.0,6.041,80,71,9,11681278.48,-111872.86,1,358767.1,346609.21,-57374.07,24,aggressive,0.08,2.0,0.008,False,31866.308611668184
111962.76,11206275.6,54.85,1.723,45.12,5.85,82,82,0,11528584.63,0.0,1,390212.25,375825.35,-52821.19,18,aggressive,0.05,2.0,0.012,True,31655.052007292612
118330.58,11843057.74,60.07,1.621,47.14,8.437,70,70,0,12062981.14,0.0,1,371117.16,414697.53,-43838.85,24,aggressive,0.08,3.5,0.008,True,31577.514421674718
115623.42,11572342.2,59.17,1.729,46.75,6.427,77,77,0,11860878.39,0.0,1,366473.22,390183.51,-53310.44,18,aggressive,0.05,2.0,0.008,True,31143.89258391076
109542.3,10964230.28,54.85,1.901,51.76,6.881,85,77,8,11513818.79,-213628.32,1,242791.3,300491.57,-46864.35,12,aggressive,0.03,3.0,0.005,False,30982.213860528715
109012.71,10911270.89,54.85,1.9,51.76,6.874,85,77,8,11455090.26,-209194.04,1,244129.95,299098.33,-46693.43,12,aggressive,0.03,2.5,0.005,False,30832.637444849588
108136.84,10823684.36,54.85,1.539,47.95,3.69,73,64,9,11296073.28,-43635.38,1,1050847.28,441013.95,-110080.28,36,aggressive,0.08,2.0,0.008,False,30558.615850501366
107370.68,10747068.31,54.85,1.897,51.76,6.832,85,77,8,11288365.96,-210325.17,1,241452.64,294946.01,-46331.31,12,aggressive,0.03,3.5,0.005,False,30368.7670793072
110206.23,11030623.14,59.17,1.61,46.48,6.831,71,71,0,11264076.86,0.0,1,377289.78,399875.07,-50836.86,24,aggressive,0.08,2.0,0.008,True,29685.093754605372
100034.74,10013474.46,54.85,1.883,51.16,5.376,86,78,8,10577835.38,-211146.56,1,245468.61,289450.7,-56408.14,12,aggressive,0.03,2.0,0.005,False,28290.018202370105
97517.83,9761783.07,54.85,1.73,53.42,6.149,73,66,7,10159267.28,-121423.31,1,351224.54,307369.95,-57340.71,24,aggressive,0.05,3.0,0.005,False,27578.73073473108
97058.77,9715877.08,54.85,1.729,53.42,6.139,73,66,7,10108716.55,-117636.58,1,353161.06,306029.69,-57178.76,24,aggressive,0.05,2.5,0.005,False,27449.051024612578
95584.37,9568437.26,54.85,1.726,53.42,6.102,73,66,7,9959971.23,-119418.04,1,349288.03,301776.42,-56727.27,24,aggressive,0.05,3.5,0.005,False,27032.530190519592
89065.03,8916502.99,54.85,1.714,52.7,5.051,74,67,7,9323544.97,-118735.49,1,355097.57,294284.2,-64922.12,24,aggressive,0.05,2.0,0.005,False,25186.405073837737
85661.71,8576170.9,54.85,1.859,49.35,8.638,77,77,0,8785782.06,0.0,1,201768.33,261473.72,-29492.81,12,aggressive,0.03,3.0,0.005,True,24247.88040747493
85273.56,8537355.8,54.85,1.858,49.35,8.613,77,77,0,8746253.44,0.0,1,202880.81,260398.35,-29458.56,12,aggressive,0.03,2.5,0.005,True,24138.14468277119
83963.08,8406307.8,54.85,1.855,49.35,8.564,77,77,0,8612774.09,0.0,1,200655.86,256616.69,-29196.41,12,aggressive,0.03,3.5,0.005,True,23767.84098997265
81843.08,8194308.46,54.85,1.841,50.55,6.564,91,80,11,8584810.95,-141397.99,1,188166.51,216542.29,-33722.94,12,aggressive,0.03,3.0,0.008,False,23158.912329990882
81431.55,8153155.07,54.85,1.84,50.55,6.553,91,80,11,8539268.65,-138016.97,1,189203.98,215524.38,-33619.33,12,aggressive,0.03,2.5,0.008,False,23042.64607110301
80235.86,8033586.19,54.85,1.837,50.55,6.517,91,80,11,8418250.2,-139202.82,1,187129.03,212602.65,-33348.33,12,aggressive,0.03,3.5,0.008,False,22704.814363719233
78250.22,7835021.82,54.85,1.84,48.72,6.368,78,78,0,8057967.7,0.0,1,203993.28,251556.84,-37529.8,12,aggressive,0.03,2.0,0.005,True,22143.58260164084
49708.45,4980844.67,29.96,1.964,53.12,8.372,96,85,11,5124092.49,-15384.55,0,0.0,113758.45,-15399.4,12,current,0.08,3.5,0.012,False,21663.230473965286
48897.72,4899772.47,29.96,1.96,53.12,8.33,96,85,11,5039273.24,-13578.88,0,0.0,111985.95,-15235.32,12,current,0.08,3.0,0.012,False,21311.223335113486
75322.93,7542293.07,56.69,1.688,50.0,7.172,66,66,0,7714041.02,0.0,1,291880.28,271631.5,-37872.68,24,aggressive,0.05,3.0,0.005,True,20867.22372499559
74968.25,7506824.5,56.3,1.687,50.0,7.147,66,66,0,7678147.6,0.0,1,293489.59,270520.78,-37849.64,24,aggressive,0.05,2.5,0.005,True,20861.422575488457
73505.23,7360522.88,54.85,1.828,47.5,8.044,80,80,0,7540885.15,0.0,1,179573.94,226617.39,-25489.9,12,aggressive,0.03,3.0,0.008,True,20812.018824977207
47742.1,4784210.27,29.96,1.954,52.58,8.102,97,86,11,4920008.39,-11244.09,0,0.0,109802.71,-15025.52,12,current,0.08,2.5,0.012,False,20808.620373831774
73157.96,7325796.1,54.85,1.827,47.5,8.015,80,80,0,7505530.02,0.0,1,180564.04,225668.58,-25473.24,12,aggressive,0.03,2.5,0.008,True,20713.804154056517
72061.54,7216154.39,54.85,1.824,47.5,7.976,80,80,0,7393867.72,0.0,1,178583.84,222469.25,-25237.23,12,aggressive,0.03,3.5,0.008,True,20403.98289699179
73829.07,7392907.37,57.07,1.684,50.0,7.109,66,66,0,7562202.9,0.0,1,290270.97,266671.96,-37514.3,24,aggressive,0.05,3.5,0.005,True,20366.413391273876
46034.65,4613465.06,29.96,1.95,50.59,10.217,85,85,0,4710232.46,0.0,0,0.0,121424.78,-12167.46,12,current,0.08,3.5,0.012,True,20077.33549399199
70489.88,7058988.11,54.85,1.812,50.0,5.208,92,81,11,7443081.06,-137503.92,1,179498.46,196561.32,-37744.43,12,aggressive,0.03,2.0,0.008,False,19946.079066545124
45283.73,4538372.63,29.96,1.946,50.59,10.141,85,85,0,4633674.27,0.0,0,0.0,119548.16,-12068.97,12,current,0.08,3.0,0.012,True,19751.48263951936
44473.52,4457352.2,29.96,1.935,52.04,6.93,98,87,11,4596965.04,-14150.88,0,0.0,105011.47,-16441.93,12,current,0.08,2.0,0.012,False,19384.35106542056
44218.64,4431864.18,29.96,1.94,50.0,9.789,86,86,0,4526265.68,0.0,0,0.0,117238.73,-11976.74,12,current,0.08,2.5,0.012,True,19288.234634178905
68792.0,6889200.29,56.07,1.672,49.25,5.714,67,67,0,7070257.26,0.0,1,295098.9,259703.91,-44116.82,24,aggressive,0.05,2.0,0.005,True,19189.739527376496
67123.85,6722385.18,54.85,1.81,46.91,6.093,81,81,0,6913658.22,0.0,1,181554.14,217663.6,-31571.13,12,aggressive,0.03,2.0,0.008,True,19000.16194165907
42450.76,4255075.58,29.96,1.929,49.43,8.129,87,87,0,4353885.54,0.0,0,0.0,115457.07,-13881.1,12,current,0.08,2.0,0.012,True,18512.736527369827
63852.31,6395230.7,54.85,1.657,50.63,5.809,79,70,9,6651330.61,-75682.8,1,238609.08,198572.14,-35057.38,24,aggressive,0.05,3.0,0.008,False,18070.54579945305
63539.28,6363928.32,54.85,1.656,50.63,5.797,79,70,9,6616970.45,-73190.09,1,239924.68,197700.57,-34980.57,24,aggressive,0.05,2.5,0.008,False,17982.08260802188
62597.95,6269795.34,54.85,1.653,50.63,5.765,79,70,9,6522186.85,-74516.4,1,237293.49,195018.29,-34693.88,24,aggressive,0.05,3.5,0.008,False,17716.08064721969
67708.48,6780847.65,62.17,1.639,46.97,5.176,66,66,0,6960360.39,0.0,1,500253.38,278297.46,-47624.59,36,aggressive,0.05,2.5,0.012,True,17687.418543670577
66539.98,6663997.87,62.13,1.636,46.97,5.133,66,66,0,6841945.03,0.0,1,496561.7,274115.4,-47303.78,36,aggressive,0.05,3.5,0.012,True,17389.281808948977
66053.54,6615354.23,62.68,1.634,46.97,5.114,66,66,0,6792139.21,0.0,1,497446.64,272356.23,-47168.69,36,aggressive,0.05,3.0,0.012,True,17167.800336949582
38630.78,3873077.58,29.7,1.903,51.76,8.096,85,77,8,3977162.94,-6028.16,0,0.0,102972.69,-13650.33,12,current,0.08,3.0,0.005,False,16967.644632996635
38506.46,3860645.72,29.7,1.902,51.76,8.08,85,77,8,3963869.64,-5246.7,0,0.0,102676.33,-13637.45,12,current,0.08,2.5,0.005,False,16913.244047138047
63784.73,6388473.31,61.55,1.629,45.31,5.031,64,64,0,6559328.6,0.0,1,477380.9,282292.76,-46490.32,36,aggressive,0.05,2.5,0.008,True,16767.473548334692
38160.56,3826056.37,29.7,1.9,51.76,8.059,85,77,8,3929117.83,-5910.75,0,0.0,101795.63,-13556.12,12,current,0.08,3.5,0.005,False,16762.0244006734
62427.78,6252777.82,59.72,1.655,47.14,6.667,70,70,0,6397310.62,0.0,1,250928.16,228067.57,-30511.33,24,aggressive,0.05,3.0,0.008,True,16734.73559209645
62121.73,6222172.7,59.37,1.654,47.14,6.64,70,70,0,6366346.08,0.0,1,252311.68,227126.75,-30509.1,24,aggressive,0.05,2.5,0.008,True,16714.741293751056
63150.62,6325061.63,61.51,1.627,45.31,4.991,64,64,0,6495694.42,0.0,1,477380.9,280116.71,-46505.43,36,aggressive,0.05,3.5,0.008,True,16607.53110990083
58296.87,5839686.94,54.85,1.641,50.0,4.842,80,71,9,6101594.03,-73810.34,1,241240.28,189922.62,-39228.03,24,aggressive,0.05,2.0,0.008,False,16496.844502278942
62577.22,6267722.12,62.07,1.626,45.31,4.973,64,64,0,6436937.85,0.0,1,477380.9,277830.4,-46289.82,36,aggressive,0.05,3.0,0.008,True,16363.94441582085
61201.37,6130136.51,60.07,1.652,47.14,6.608,70,70,0,6272657.24,0.0,1,249544.64,223972.42,-30227.91,24,aggressive,0.05,3.5,0.008,True,16345.93893440986
37015.17,3711517.25,29.7,1.892,51.16,6.909,86,78,8,3818876.87,-5272.96,0,0.0,101339.98,-15365.6,12,current,0.08,2.0,0.005,False,16255.842202020202
61230.07,6133006.99,61.66,1.622,46.27,4.316,67,67,0,6321883.53,0.0,1,503060.12,265423.21,-52951.0,36,aggressive,0.05,2.0,0.012,True,16075.201083684722
56228.75,5632874.92,56.98,1.512,45.76,6.619,59,59,0,5742252.27,0.0,1,284493.37,250526.27,-31936.16,36,aggressive,0.08,2.5,0.005,True,15530.525493155494
55669.63,5576963.27,56.94,1.511,45.76,6.562,59,59,0,5686150.78,0.0,1,284493.37,248459.33,-31945.34,36,aggressive,0.08,3.5,0.005,True,15383.116220934317
56996.09,5709608.71,59.17,1.639,46.48,5.417,71,71,0,5861532.63,0.0,1,253695.2,217836.79,-34923.2,24,aggressive,0.05,2.0,0.008,True,15365.123290180834
57358.82,5745881.92,61.03,1.611,44.62,4.215,65,65,0,5924567.32,0.0,1,477380.9,267846.75,-51194.12,36,aggressive,0.05,2.0,0.008,True,15156.690050958548
55164.06,5526405.61,57.56,1.509,45.76,6.535,59,59,0,5634673.04,0.0,1,284493.37,246397.31,-31814.2,36,aggressive,0.08,3.0,0.005,True,15137.980131341208
33685.52,3378551.56,29.7,1.872,49.35,9.683,77,77,0,3447315.86,0.0,0,0.0,101167.25,-10180.5,12,current,0.08,3.0,0.005,True,14815.052925925926
52299.93,5239993.46,54.85,1.812,53.85,5.929,78,71,7,5493848.43,-89610.33,1,173344.81,154779.27,-30458.09,18,aggressive,0.03,3.0,0.005,False,14814.380953509572
33581.08,3368108.08,29.7,1.871,49.35,9.653,77,77,0,3436829.49,0.0,0,0.0,100895.13,-10184.25,12,current,0.08,2.5,0.005,True,14769.263942760941
52058.82,5215881.95,54.85,1.811,53.85,5.917,78,71,7,5466973.48,-87432.69,1,174300.57,154135.5,-30393.06,18,aggressive,0.03,2.5,0.005,False,14746.22188605287
33275.34,3337534.17,29.7,1.868,49.35,9.631,77,77,0,3405652.5,0.0,0,0.0,100005.88,-10117.21,12,current,0.08,3.5,0.005,True,14635.547181818181
51262.08,5136208.04,54.85,1.808,53.85,5.882,78,71,7,5386225.08,-88161.07,1,172389.06,151984.99,-30147.37,18,aggressive,0.03,3.5,0.005,False,14521.024909753874
33473.4,3357339.65,30.49,1.866,50.55,7.415,91,80,11,3444229.98,-272.36,0,0.0,86540.13,-11930.85,12,current,0.08,3.0,0.008,False,14418.879749098065
33364.14,3346414.25,30.49,1.865,50.55,7.397,91,80,11,3432523.91,439.71,0,0.0,86296.34,-11925.96,12,current,0.08,2.5,0.008,False,14371.99904919646
33067.29,3316729.1,30.49,1.863,50.55,7.381,91,80,11,3402762.44,-214.54,0,0.0,85559.78,-11848.93,12,current,0.08,3.5,0.008,False,14244.814259101346
32280.26,3238026.49,29.7,1.861,48.72,8.016,78,78,0,3310235.91,0.0,0,0.0,99528.15,-11795.85,12,current,0.08,2.0,0.005,True,14192.71041077441
50562.86,5066286.2,56.4,1.496,45.0,5.435,60,60,0,5180653.81,0.0,1,284493.37,235139.37,-35397.25,36,aggressive,0.08,2.0,0.005,True,14055.587099290778
31118.26,3121826.47,30.49,1.847,50.0,6.41,92,81,11,3211984.01,-2886.57,0,0.0,82659.01,-12896.03,12,current,0.08,2.0,0.008,False,13405.340444080026
30996.26,3109626.22,30.49,1.852,47.5,8.715,80,80,0,3174731.16,0.0,0,0.0,94374.87,-9797.95,12,current,0.08,3.0,0.008,True,13364.802325024599
30898.76,3099876.02,30.49,1.851,47.5,8.684,80,80,0,3164940.7,0.0,0,0.0,94126.37,-9806.22,12,current,0.08,2.5,0.008,True,13322.889627418826
30620.12,3072012.02,30.49,1.849,47.5,8.67,80,80,0,3136509.74,0.0,0,0.0,93300.79,-9736.2,12,current,0.08,3.5,0.008,True,13203.508287307315
29700.77,2980077.19,30.49,1.841,46.91,7.359,81,81,0,3048304.49,0.0,0,0.0,92833.15,-11147.79,12,current,0.08,2.0,0.008,True,12803.253197113809
45058.13,4515812.99,54.85,1.781,53.16,4.738,79,72,7,4761530.57,-82394.35,1,165335.8,141211.14,-33830.58,18,aggressive,0.03,2.0,0.005,False,12763.024248860527
44550.17,4465017.48,54.85,1.484,49.23,4.378,65,58,7,4631809.56,-23708.67,1,342335.75,186631.56,-41336.64,36,aggressive,0.08,2.5,0.005,False,12608.909315405652
44106.98,4420697.93,54.85,1.482,49.23,4.344,65,58,7,4587427.62,-23756.27,1,342335.75,185259.34,-41352.35,36,aggressive,0.08,3.5,0.005,False,12483.559950774841
43706.22,4380622.33,54.85,1.481,49.23,4.332,65,58,7,4545365.5,-23077.0,1,342335.75,183735.0,-41128.23,36,aggressive,0.08,3.0,0.005,False,12370.329228805833
42375.11,4247511.01,55.58,1.572,50.0,3.498,74,65,9,4453129.36,-21485.01,1,475693.92,167719.05,-47944.88,36,aggressive,0.05,2.5,0.012,False,11890.166167326377
41643.17,4174316.51,55.54,1.569,50.0,3.473,74,65,9,4378389.66,-21403.73,1,472183.48,165381.78,-47625.4,36,aggressive,0.05,3.5,0.012,False,11690.54200360101
41338.46,4143846.22,56.18,1.568,50.0,3.464,74,65,9,4345914.29,-20732.95,1,473024.98,164329.24,-47432.44,36,aggressive,0.05,3.0,0.012,False,11519.06244713421
40959.22,4105921.64,56.69,1.768,50.7,6.881,71,71,0,4210311.17,0.0,1,146095.35,136839.94,-20455.05,18,aggressive,0.03,3.0,0.005,True,11370.109596577882
40770.28,4087028.49,56.3,1.767,50.7,6.853,71,71,0,4191107.14,0.0,1,146900.87,136311.31,-20460.0,18,aggressive,0.03,2.5,0.005,True,11368.315788632328
40058.99,4015898.94,54.85,1.468,48.48,3.816,66,59,7,4184053.72,-21101.47,1,342335.75,176282.97,-43473.61,36,aggressive,0.08,2.0,0.005,False,11337.6900118505
39917.28,4001728.41,54.86,1.562,48.61,3.424,72,63,9,4197059.85,-19826.5,1,453944.35,168581.36,-46570.65,36,aggressive,0.05,2.5,0.008,False,11297.196530805688
39520.07,3962007.45,54.85,1.56,48.61,3.4,72,63,9,4157295.26,-19872.75,1,453944.35,167463.85,-46589.52,36,aggressive,0.05,3.5,0.008,False,11186.224593436644
40145.98,4024598.1,57.07,1.763,50.7,6.816,71,71,0,4127455.68,0.0,1,145289.84,134363.33,-20274.98,18,aggressive,0.03,3.5,0.005,True,11096.943507271773
39160.9,3926090.08,55.47,1.558,48.61,3.392,72,63,9,4119123.74,-19212.69,1,453944.35,166107.42,-46320.23,36,aggressive,0.05,3.0,0.008,False,11003.684144582656
38317.05,3841704.76,54.98,1.555,49.33,3.094,75,66,9,4050327.63,-18182.85,1,478362.87,161026.95,-50680.33,36,aggressive,0.05,2.0,0.012,False,10828.1356438705
23812.17,2391217.42,29.96,2.033,53.12,7.057,96,85,11,2468458.37,-8457.94,0,0.0,56199.04,-9025.57,12,current,0.05,3.5,0.012,False,10425.479316421895
23422.96,2352296.06,29.96,2.028,53.12,7.021,96,85,11,2427397.56,-7416.47,0,0.0,55331.25,-8931.39,12,current,0.05,3.0,0.012,False,10256.318436582109
36006.93,3610692.58,54.85,1.732,50.59,5.575,85,76,9,3785207.7,-62819.15,1,123864.16,105490.2,-19373.57,18,aggressive,0.03,3.0,0.008,False,10210.44604922516
35833.85,3593384.8,54.85,1.731,50.59,5.56,85,76,9,3765996.07,-61319.44,1,124547.1,105048.24,-19342.81,18,aggressive,0.03,2.5,0.008,False,10161.47789881495
35892.1,3599210.3,54.85,1.544,47.95,3.036,73,64,9,3796258.77,-16601.84,1,453944.35,161032.84,-48855.06,36,aggressive,0.05,2.0,0.008,False,10159.692771194164
22868.17,2296816.65,29.96,2.021,52.58,6.834,97,86,11,2369812.26,-6070.38,0,0.0,54291.81,-8807.4,12,current,0.05,2.5,0.012,False,10014.517534045393
35298.73,3539872.85,54.85,1.728,50.59,5.53,85,76,9,3711864.76,-61908.93,1,123181.22,103619.5,-19182.92,18,aggressive,0.03,3.5,0.008,False,10010.165278942572
35140.92,3524092.09,54.85,1.725,48.89,4.987,90,81,9,3725912.71,-73049.12,1,131619.58,103839.97,-19915.11,18,aggressive,0.03,3.5,0.012,False,9962.808084776663
34995.72,3509572.49,54.85,1.733,45.68,5.757,81,81,0,3615438.12,0.0,1,140985.07,118257.64,-17274.88,18,aggressive,0.03,3.5,0.012,True,9925.905887876024
34873.66,3497366.24,54.85,1.724,48.89,4.981,90,81,9,3694990.97,-70341.04,1,132598.1,103073.75,-19795.54,18,aggressive,0.03,2.5,0.012,False,9887.29646946217
34729.57,3482956.75,54.85,1.731,45.68,5.732,81,81,0,3587713.36,0.0,1,142033.22,117457.48,-17232.12,18,aggressive,0.03,2.5,0.012,True,9850.582642661804
35166.66,3526666.3,56.07,1.735,50.0,5.295,72,72,0,3631262.92,0.0,1,138880.4,124356.16,-23487.75,18,aggressive,0.03,2.0,0.005,True,9829.97181326913
22048.45,2214844.82,29.96,2.021,50.59,8.527,85,85,0,2265763.23,0.0,0,0.0,59692.39,-7166.89,12,current,0.05,3.5,0.012,True,9667.405727636851
34033.07,3413307.16,54.85,1.719,48.89,4.935,90,81,9,3607152.75,-68852.42,1,131854.14,100851.4,-19546.98,18,aggressive,0.03,3.0,0.012,False,9649.60496262534
35858.16,3595816.18,59.72,1.739,47.37,6.404,76,76,0,3687977.06,0.0,1,132677.81,121402.32,-17062.66,18,aggressive,0.03,3.0,0.008,True,9629.946442062961
35685.8,3578579.71,59.37,1.738,47.37,6.374,76,76,0,3670465.29,0.0,1,133409.34,120928.1,-17073.66,18,aggressive,0.03,2.5,0.008,True,9619.596168098367
33892.44,3399244.0,54.85,1.726,45.68,5.67,81,81,0,3502145.09,0.0,1,141236.32,114922.43,-17045.11,18,aggressive,0.03,3.0,0.012,True,9613.787947128534
33633.58,3373357.81,54.85,1.715,52.44,6.531,82,73,9,3514734.78,-48257.79,1,100774.93,95191.34,-16070.53,24,aggressive,0.03,3.5,0.012,False,9544.682781221512
21687.94,2178794.24,29.96,2.016,50.59,8.463,85,85,0,2228887.03,0.0,0,0.0,58779.72,-7110.5,12,current,0.05,3.0,0.012,True,9510.5542870494
35152.88,3525288.23,60.07,1.735,47.37,6.345,76,76,0,3616127.55,0.0,1,131946.27,119241.9,-16914.52,18,aggressive,0.03,3.5,0.008,True,9405.909016314301
32882.17,3298216.73,54.85,1.718,49.32,7.813,73,73,0,3371920.19,0.0,1,105977.81,107412.6,-13376.58,24,aggressive,0.03,3.5,0.012,True,9339.04816226071
21298.98,2139897.74,29.96,1.999,52.04,5.883,98,87,11,2215327.89,-7910.31,0,0.0,52146.03,-9617.66,12,current,0.05,2.0,0.012,False,9328.421851802403
21176.61,2127661.38,29.96,2.009,50.0,8.178,86,86,0,2177261.45,0.0,0,0.0,57687.91,-7053.92,12,current,0.05,2.5,0.012,True,9287.115392523367
32695.81,3279581.32,54.85,1.709,52.44,6.457,82,73,9,3415625.26,-45395.98,1,101333.65,92740.03,-15835.69,24,aggressive,0.03,3.0,0.012,False,9279.385863263446
32683.42,3278341.58,54.85,1.709,52.44,6.452,82,73,9,3413504.4,-44481.89,1,101892.36,92719.64,-15844.16,24,aggressive,0.03,2.5,0.012,False,9275.86297538742
31965.29,3206529.1,54.85,1.712,49.32,7.68,73,73,0,3278358.91,0.0,1,106565.37,104697.3,-13263.35,24,aggressive,0.03,3.0,0.012,True,9079.353813126709
31953.17,3205316.97,54.85,1.712,49.32,7.662,73,73,0,3277211.39,0.0,1,107152.93,104698.86,-13295.88,24,aggressive,0.03,2.5,0.012,True,9075.842150410208
20694.11,2079410.88,30.59,1.794,53.85,7.368,78,71,7,2126906.02,2228.52,0,0.0,58653.97,-9287.0,18,current,0.08,3.0,0.005,False,8925.062827394573
20327.88,2042788.23,29.96,1.996,49.43,6.844,87,87,0,2094968.04,0.0,0,0.0,57056.58,-8146.93,12,current,0.05,2.0,0.012,True,8911.894675567424
31396.24,3149623.84,54.85,1.711,53.42,4.884,73,66,7,3304496.09,-47110.11,1,146176.35,105027.39,-24667.12,24,aggressive,0.03,3.0,0.005,False,8904.692231540565
20629.49,2072949.05,30.59,1.794,53.85,7.353,78,71,7,2119949.48,2677.82,0,0.0,58494.15,-9281.31,18,current,0.08,2.5,0.005,False,8897.401276887873
31248.12,3134812.34,54.85,1.71,53.42,4.875,73,66,7,3287774.01,-45521.14,1,146982.31,104586.68,-24606.69,24,aggressive,0.03,2.5,0.005,False,8862.800673655423
20441.66,2054165.74,30.59,1.791,53.85,7.332,78,71,7,2101155.35,2255.63,0,0.0,57990.99,-9228.07,18,current,0.08,3.5,0.005,False,8817.020857796666
31082.91,3118291.49,54.85,1.701,50.0,4.531,86,77,9,3287657.24,-58248.78,1,118428.1,96372.82,-21270.3,18,aggressive,0.03,2.0,0.008,False,8814.169345487691
30772.41,3087241.12,54.85,1.706,53.42,4.848,73,66,7,3239711.77,-46288.5,1,145370.39,103164.17,-24411.16,24,aggressive,0.03,3.5,0.005,False,8728.245412032815
30096.51,3019650.93,54.85,1.693,48.35,4.139,91,82,9,3211733.61,-66325.66,1,126099.52,94261.08,-21320.84,18,aggressive,0.03,2.0,0.012,False,8533.493429352779
29883.95,2998394.53,54.85,1.699,45.12,4.625,82,82,0,3102501.38,0.0,1,134676.28,106984.84,-19020.83,18,aggressive,0.03,2.0,0.012,True,8476.094466727438
29787.08,2988707.74,54.85,1.69,51.81,5.141,83,74,9,3128524.44,-44389.31,1,102451.08,89045.22,-18620.24,24,aggressive,0.03,2.0,0.012,False,8451.05657338195
30863.41,3096340.73,59.17,1.707,46.75,5.038,77,77,0,3188702.1,0.0,1,126483.08,110508.82,-19258.91,18,aggressive,0.03,2.0,0.008,True,8335.458123542336
29121.35,2922134.68,54.85,1.692,48.65,5.87,74,74,0,2998614.48,0.0,1,107740.49,100399.87,-16204.76,24,aggressive,0.03,2.0,0.012,True,8266.815738377392
19071.9,1917190.12,30.59,1.772,53.16,6.325,79,72,7,1964181.97,2848.9,0,0.0,55628.5,-9982.87,18,current,0.08,2.0,0.005,False,8226.659537430534
18493.98,1859397.59,29.7,1.961,51.76,6.804,85,77,8,1914095.73,-2844.58,0,0.0,50921.05,-8031.1,12,current,0.05,3.0,0.005,False,8169.177292929294
18434.29,1853429.27,29.7,1.961,51.76,6.791,85,77,8,1907634.2,-2393.54,0,0.0,50777.84,-8024.01,12,current,0.05,2.5,0.005,False,8143.045649831651
28668.96,2876895.56,54.85,1.691,52.7,4.085,74,67,7,3035761.4,-45965.54,1,147788.27,101511.54,-27690.12,24,aggressive,0.03,2.0,0.005,False,8130.144072014585
28555.32,2865532.47,54.75,1.841,53.12,5.561,96,85,11,3041716.58,-73088.8,1,63647.04,70969.9,-14463.05,12,aggressive,0.02,3.5,0.012,False,8119.650561643835
18268.24,1836823.52,29.7,1.958,51.76,6.774,85,77,8,1890943.7,-2778.14,0,0.0,50345.54,-7976.54,12,current,0.05,3.5,0.005,False,8070.356558922559
27896.73,2799672.76,54.75,1.835,53.12,5.529,96,85,11,2970033.16,-69762.52,1,63999.91,69423.29,-14229.27,12,aggressive,0.02,3.0,0.012,False,7933.161150684931
17718.35,1781835.27,29.7,1.948,51.16,5.849,86,78,8,1838456.54,-2407.51,0,0.0,50333.71,-9015.1,12,current,0.05,2.0,0.005,False,7825.29441077441
17985.16,1808515.57,30.59,1.761,50.7,8.425,71,71,0,1842934.37,0.0,0,0.0,58087.03,-7091.39,18,current,0.08,3.0,0.005,True,7772.895648577965
17928.96,1802895.56,30.59,1.76,50.7,8.398,71,71,0,1837290.89,0.0,0,0.0,57934.77,-7096.02,18,current,0.08,2.5,0.005,True,7748.738631578946
17765.59,1786559.24,30.59,1.757,50.7,8.377,71,71,0,1820633.78,0.0,0,0.0,57428.73,-7051.44,18,current,0.08,3.5,0.005,True,7678.800289637137
26788.97,2688897.17,54.75,1.826,52.58,5.411,97,86,11,2851187.93,-64788.9,1,64352.78,67021.97,-13733.07,12,aggressive,0.02,2.5,0.012,False,7619.194557077626
17065.23,1716523.2,29.32,1.739,52.44,7.634,82,73,9,1753011.52,489.25,0,0.0,46926.51,-6777.92,24,current,0.08,3.5,0.012,False,7617.200653478854
16735.34,1683534.23,29.32,1.734,52.44,7.563,82,73,9,1718740.43,1106.23,0,0.0,46090.61,-6719.22,24,current,0.08,3.0,0.012,False,7471.193010914052
16731.88,1683188.38,29.32,1.734,52.44,7.553,82,73,9,1718175.61,1396.05,0,0.0,46092.55,-6728.41,24,current,0.08,2.5,0.012,False,7469.616929058664
16480.75,1658075.28,29.32,1.735,49.32,8.934,73,73,0,1686542.78,0.0,0,0.0,52752.97,-5744.98,24,current,0.08,3.5,0.012,True,7365.787496589359
25467.35,2556734.91,54.75,1.83,50.59,6.977,85,85,0,2627531.19,0.0,1,60330.13,71327.97,-10465.99,12,aggressive,0.02,3.5,0.012,True,7253.590776255707
17333.44,1743344.33,32.01,1.747,50.59,6.669,85,76,9,1786031.47,-681.61,0,0.0,48843.85,-7498.47,18,current,0.08,3.0,0.008,False,7234.106810059357
16162.1,1626209.6,29.32,1.73,49.32,8.824,73,73,0,1654159.05,0.0,0,0.0,51821.35,-5713.77,24,current,0.08,3.0,0.012,True,7224.542414733969
16158.76,1625875.52,29.32,1.73,49.32,8.804,73,73,0,1653889.45,0.0,0,0.0,51827.96,-5727.49,24,current,0.08,2.5,0.012,True,7222.969260572988
17278.49,1737849.48,32.01,1.746,50.59,6.652,85,76,9,1780115.74,-297.85,0,0.0,48714.39,-7497.64,18,current,0.08,2.5,0.008,False,7211.330299593878
16983.84,1708384.01,31.39,1.74,48.89,6.1,90,81,9,1757249.89,-1491.95,0,0.0,47727.94,-7484.16,18,current,0.08,3.5,0.012,False,7191.673359668684
