side,type,entry_time,exit_time,entry_price,exit_price,size_btc,stop_loss,pnl,half_closed_at_tp1,duration_hours
short,primary,2025-02-04 04:00:00,2025-02-28 16:00:00,98448.02,85052.89,0.016044,104680.93,312.07,True,588.0
short,primary,2025-09-25 00:00:00,2025-09-28 20:00:00,112546.21,110763.31,0.018319,115018.23,73.9,True,92.0
long,primary,2025-10-06 00:00:00,2025-10-07 12:00:00,123839.09,121459.82,0.033523,121459.82,-83.83,False,36.0
